enrollment_id,student_id,course_id,term_id,numeric_grade,course_gpa
41560,3312,18,2,65.1,1
41561,3313,89,2,61.5,1
41562,3313,68,2,71.4,2
41563,3313,23,2,75.4,2
41564,3313,27,2,76.9,2
41565,3313,16,2,78.7,2
41566,3314,59,2,70.8,2
41567,3314,33,2,92.7,4
41568,3314,114,2,71.2,2
41569,3314,7,2,63.3,1
41570,3314,6,2,75.3,2
41571,3315,77,2,90.0,4
41572,3315,119,2,71.8,2
41573,3315,106,2,53.6,0
41574,3315,98,2,79.4,2
41575,3315,61,2,83.3,3
41576,3316,94,2,93.8,4
41577,3316,103,2,73.0,2
41578,3316,112,2,73.5,2
41579,3316,31,2,73.7,2
41580,3316,75,2,89.6,3
41581,3317,50,2,84.7,3
41582,3317,90,2,64.0,1
41583,3317,115,2,77.4,2
41584,3317,7,2,64.2,1
41585,3317,36,2,75.7,2
41586,3318,37,2,70.1,2
41587,3318,115,2,65.8,1
41588,3318,80,2,81.3,3
41589,3318,85,2,69.5,1
41590,3318,42,2,60.2,1
41591,3319,20,2,77.0,2
41592,3319,105,2,80.2,3
41593,3319,5,2,82.5,3
41594,3319,44,2,87.2,3
41595,3319,28,2,63.5,1
41596,3320,27,2,69.1,1
41597,3320,25,2,81.7,3
41598,3320,53,2,92.2,4
41599,3320,115,2,91.6,4
41600,3320,61,2,75.2,2
41601,3321,26,2,56.1,0
41602,3321,16,2,66.2,1
41603,3321,13,2,79.6,2
41604,3321,82,2,77.3,2
41605,3321,25,2,67.5,1
41606,3322,37,2,83.1,3
41607,3322,67,2,67.6,1
41608,3322,58,2,55.4,0
41609,3322,66,2,89.0,3
41610,3322,103,2,77.2,2
41611,3323,10,2,94.5,4
41612,3323,35,2,69.7,1
41613,3323,38,2,81.8,3
41614,3323,19,2,82.5,3
41615,3323,37,2,72.2,2
41616,3324,69,2,64.5,1
41617,3324,2,2,68.9,1
41618,3324,10,2,70.1,2
41619,3324,118,2,54.2,0
41620,3324,85,2,72.5,2
41621,3325,115,2,75.7,2
41622,3325,35,2,89.3,3
41623,3325,48,2,74.7,2
41624,3325,22,2,73.4,2
41625,3325,12,2,71.5,2
41626,3326,86,2,74.9,2
41627,3326,79,2,90.1,4
41628,3326,63,2,62.8,1
41629,3326,36,2,66.2,1
41630,3326,52,2,76.0,2
41631,3327,8,2,72.6,2
41632,3327,71,2,83.8,3
41633,3327,92,2,86.5,3
41634,3327,103,2,84.4,3
41635,3327,87,2,67.1,1
41636,3328,33,2,81.2,3
41637,3328,9,2,85.7,3
41638,3328,86,2,80.9,3
41639,3328,108,2,73.5,2
41640,3328,61,2,84.1,3
41641,3329,117,2,79.1,2
41642,3329,49,2,74.6,2
41643,3329,105,2,79.4,2
41644,3329,61,2,64.2,1
41645,3329,118,2,80.5,3
41646,3330,79,2,84.0,3
41647,3330,27,2,81.7,3
41648,3330,87,2,87.5,3
41649,3330,42,2,80.2,3
41650,3330,5,2,77.7,2
41651,3331,91,2,78.3,2
41652,3331,24,2,77.1,2
41653,3331,15,2,81.6,3
41654,3331,47,2,80.9,3
41655,3331,74,2,88.7,3
41656,3332,110,2,76.1,2
41657,3332,76,2,78.4,2
41658,3332,10,2,69.3,1
41659,3332,79,2,70.7,2
41660,3332,86,2,61.5,1
41661,3333,10,2,66.7,1
41662,3333,88,2,78.7,2
41663,3333,92,2,75.2,2
41664,3333,79,2,74.4,2
41665,3333,109,2,88.1,3
41666,3334,12,2,76.5,2
41667,3334,24,2,80.6,3
41668,3334,74,2,72.7,2
41669,3334,116,2,76.9,2
41670,3334,20,2,68.2,1
41671,3335,69,2,83.2,3
41672,3335,88,2,69.3,1
41673,3335,13,2,62.9,1
41674,3335,44,2,73.6,2
41675,3335,108,2,70.5,2
41676,3336,77,2,58.2,0
41677,3336,101,2,70.8,2
41678,3336,54,2,60.7,1
41679,3336,16,2,59.6,0
41680,3336,47,2,85.6,3
41681,3337,20,2,80.2,3
41682,3337,28,2,92.4,4
41683,3337,60,2,100.0,4
41684,3337,44,2,97.9,4
41685,3337,92,2,84.5,3
41686,3338,68,2,68.1,1
41687,3338,19,2,72.3,2
41688,3338,12,2,58.8,0
41689,3338,31,2,58.0,0
41690,3338,117,2,70.8,2
41691,3339,94,2,71.0,2
41692,3339,38,2,67.2,1
41693,3339,112,2,67.0,1
41694,3339,17,2,76.1,2
41695,3339,91,2,76.3,2
41696,3340,86,2,67.2,1
41697,3340,110,2,66.6,1
41698,3340,92,2,73.6,2
41699,3340,35,2,58.5,0
41700,3340,15,2,87.6,3
41701,3341,9,2,76.0,2
41702,3341,53,2,77.9,2
41703,3341,62,2,80.4,3
41704,3341,72,2,63.3,1
41705,3341,59,2,62.5,1
41706,3342,27,2,64.4,1
41707,3342,112,2,65.0,1
41708,3342,51,2,72.2,2
41709,3342,64,2,71.3,2
41710,3342,115,2,88.4,3
41711,3343,37,2,74.4,2
41712,3343,119,2,82.4,3
41713,3343,100,2,81.2,3
41714,3343,111,2,88.4,3
41715,3343,23,2,96.2,4
41716,3344,78,2,89.6,3
41717,3344,8,2,73.8,2
41718,3344,24,2,71.0,2
41719,3344,29,2,87.7,3
41720,3344,108,2,77.5,2
41721,3345,102,2,72.3,2
41722,3345,44,2,76.1,2
41723,3345,29,2,79.6,2
41724,3345,27,2,63.5,1
41725,3345,55,2,77.2,2
41726,3346,33,2,74.9,2
41727,3346,106,2,60.7,1
41728,3346,46,2,66.5,1
41729,3346,42,2,68.5,1
41730,3346,82,2,62.0,1
41731,3347,114,2,82.3,3
41732,3347,77,2,61.6,1
41733,3347,5,2,92.1,4
41734,3347,115,2,89.8,3
41735,3347,96,2,94.4,4
41736,3348,38,2,43.1,0
41737,3348,13,2,63.9,1
41738,3348,14,2,82.1,3
41739,3348,110,2,68.9,1
41740,3348,101,2,84.3,3
41741,3349,99,2,93.1,4
41742,3349,20,2,96.0,4
41743,3349,87,2,69.7,1
41744,3349,92,2,77.1,2
41745,3349,5,2,66.4,1
41746,3350,35,2,79.2,2
41747,3350,10,2,85.8,3
41748,3350,105,2,85.5,3
41749,3350,54,2,86.9,3
41750,3350,3,2,63.8,1
41751,3351,6,2,78.1,2
41752,3351,30,2,81.4,3
41753,3351,8,2,61.5,1
41754,3351,104,2,73.0,2
41755,3351,103,2,75.2,2
41756,3352,32,2,59.8,0
41757,3352,72,2,66.4,1
41758,3352,81,2,59.7,0
41759,3352,24,2,73.9,2
41760,3352,74,2,69.4,1
41761,3353,20,2,67.8,1
41762,3353,85,2,75.7,2
41763,3353,26,2,75.0,2
41764,3353,38,2,84.3,3
41765,3353,19,2,95.1,4
41766,3354,50,2,91.9,4
41767,3354,33,2,69.6,1
41768,3354,103,2,84.0,3
41769,3354,95,2,75.2,2
41770,3354,60,2,65.2,1
41771,3355,82,2,76.6,2
41772,3355,67,2,75.1,2
41773,3355,107,2,59.7,0
41774,3355,30,2,75.9,2
41775,3355,61,2,64.2,1
41776,3356,98,2,75.0,2
41777,3356,105,2,75.9,2
41778,3356,115,2,82.6,3
41779,3356,47,2,71.4,2
41780,3356,20,2,93.6,4
41781,3357,90,2,72.5,2
41782,3357,6,2,79.0,2
41783,3357,95,2,72.6,2
41784,3357,9,2,63.3,1
41785,3357,27,2,86.8,3
41786,3358,1,2,78.6,2
41787,3358,66,2,63.3,1
41788,3358,19,2,77.8,2
41789,3358,52,2,78.6,2
41790,3358,50,2,75.9,2
41791,3359,99,2,74.1,2
41792,3359,120,2,63.8,1
41793,3359,107,2,62.9,1
41794,3359,22,2,74.5,2
41795,3359,80,2,70.3,2
41796,3360,14,2,73.8,2
41797,3360,99,2,72.6,2
41798,3360,72,2,82.9,3
41799,3360,26,2,63.5,1
41800,3360,83,2,68.8,1
41801,3361,2,2,76.0,2
41802,3361,57,2,71.6,2
41803,3361,88,2,61.6,1
41804,3361,93,2,61.5,1
41805,3361,67,2,54.4,0
41806,3362,54,2,80.8,3
41807,3362,69,2,57.3,0
41808,3362,39,2,68.0,1
41809,3362,79,2,76.5,2
41810,3362,108,2,68.3,1
41811,3363,31,2,91.1,4
41812,3363,89,2,81.9,3
41813,3363,71,2,76.0,2
41814,3363,115,2,48.8,0
41815,3363,60,2,73.7,2
41816,3364,26,2,86.4,3
41817,3364,114,2,54.0,0
41818,3364,42,2,59.3,0
41819,3364,103,2,57.1,0
41820,3364,67,2,83.1,3
41821,3365,32,2,81.4,3
41822,3365,71,2,70.5,2
41823,3365,3,2,83.1,3
41824,3365,63,2,59.6,0
41825,3365,119,2,75.1,2
41826,3366,55,2,90.8,4
41827,3366,73,2,77.5,2
41828,3366,50,2,78.8,2
41829,3366,103,2,88.8,3
41830,3366,43,2,83.7,3
41831,3367,85,2,76.4,2
41832,3367,92,2,83.1,3
41833,3367,41,2,60.9,1
41834,3367,68,2,67.7,1
41835,3367,49,2,74.9,2
41836,3368,45,2,66.0,1
41837,3368,83,2,88.7,3
41838,3368,88,2,82.1,3
41839,3368,87,2,92.7,4
41840,3368,48,2,72.4,2
41841,3369,75,2,90.0,4
41842,3369,102,2,70.2,2
41843,3369,89,2,79.0,2
41844,3369,66,2,76.6,2
41845,3369,24,2,67.3,1
41846,3370,118,2,78.5,2
41847,3370,30,2,85.1,3
41848,3370,68,2,91.2,4
41849,3370,80,2,87.9,3
41850,3370,4,2,95.3,4
41851,3371,44,2,81.3,3
41852,3371,120,2,80.2,3
41853,3371,83,2,79.4,2
41854,3371,85,2,74.2,2
41855,3371,66,2,70.8,2
41856,3372,68,2,66.9,1
41857,3372,45,2,74.4,2
41858,3372,10,2,84.7,3
41859,3372,4,2,81.8,3
41860,3372,115,2,83.6,3
41861,3373,92,2,77.8,2
41862,3373,61,2,76.4,2
41863,3373,99,2,84.2,3
41864,3373,4,2,86.1,3
41865,3373,84,2,70.3,2
41866,3374,19,2,72.9,2
41867,3374,107,2,66.6,1
41868,3374,110,2,71.7,2
41869,3374,30,2,78.3,2
41870,3374,31,2,79.7,2
41871,3375,8,2,78.6,2
41872,3375,117,2,98.9,4
41873,3375,57,2,66.3,1
41874,3375,47,2,86.7,3
41875,3375,77,2,81.7,3
41876,3376,54,2,94.4,4
41877,3376,14,2,76.4,2
41878,3376,42,2,72.3,2
41879,3376,73,2,65.8,1
41880,3376,12,2,84.8,3
41881,3377,29,2,73.9,2
41882,3377,85,2,77.4,2
41883,3377,89,2,74.9,2
41884,3377,21,2,65.0,1
41885,3377,114,2,65.0,1
41886,3378,2,2,66.1,1
41887,3378,40,2,77.0,2
41888,3378,91,2,80.9,3
41889,3378,18,2,84.5,3
41890,3378,102,2,74.7,2
41891,3379,106,2,80.4,3
41892,3379,69,2,72.6,2
41893,3379,17,2,67.1,1
41894,3379,57,2,61.7,1
41895,3379,37,2,84.7,3
41896,3380,31,2,77.9,2
41897,3380,75,2,82.2,3
41898,3380,2,2,69.4,1
41899,3380,47,2,82.2,3
41900,3380,68,2,74.3,2
41901,3381,97,2,64.3,1
41902,3381,9,2,77.7,2
41903,3381,44,2,65.3,1
41904,3381,91,2,76.3,2
41905,3381,69,2,77.0,2
41906,3382,12,2,67.6,1
41907,3382,46,2,59.7,0
41908,3382,65,2,55.9,0
41909,3382,20,2,73.7,2
41910,3382,58,2,64.5,1
41911,3383,70,2,62.7,1
41912,3383,29,2,87.2,3
41913,3383,51,2,82.0,3
41914,3383,64,2,84.8,3
41915,3383,120,2,66.3,1
41916,3384,74,2,57.1,0
41917,3384,107,2,65.8,1
41918,3384,1,2,74.8,2
41919,3384,28,2,60.3,1
41920,3384,79,2,60.3,1
41921,3385,107,2,90.0,4
41922,3385,81,2,78.8,2
41923,3385,39,2,74.7,2
41924,3385,6,2,85.6,3
41925,3385,97,2,91.7,4
41926,3386,89,2,85.8,3
41927,3386,80,2,78.7,2
41928,3386,51,2,73.7,2
41929,3386,17,2,62.5,1
41930,3386,79,2,66.7,1
41931,3387,119,2,78.4,2
41932,3387,92,2,59.1,0
41933,3387,86,2,66.7,1
41934,3387,10,2,61.5,1
41935,3387,83,2,64.8,1
41936,3388,68,2,73.0,2
41937,3388,37,2,68.3,1
41938,3388,73,2,60.8,1
41939,3388,57,2,71.9,2
41940,3388,95,2,73.0,2
41941,3389,67,2,61.2,1
41942,3389,42,2,78.2,2
41943,3389,7,2,73.3,2
41944,3389,35,2,70.4,2
41945,3389,40,2,71.4,2
41946,3390,94,2,72.5,2
41947,3390,107,2,56.3,0
41948,3390,48,2,67.6,1
41949,3390,77,2,71.5,2
41950,3390,82,2,64.4,1
41951,3391,71,2,67.0,1
41952,3391,81,2,76.6,2
41953,3391,108,2,72.2,2
41954,3391,44,2,64.0,1
41955,3391,5,2,94.0,4
41956,3392,85,2,78.9,2
41957,3392,9,2,64.3,1
41958,3392,116,2,71.4,2
41959,3392,28,2,75.2,2
41960,3392,80,2,61.1,1
41961,3393,11,2,74.3,2
41962,3393,1,2,77.7,2
41963,3393,93,2,69.4,1
41964,3393,67,2,72.6,2
41965,3393,5,2,70.8,2
41966,3394,78,2,58.7,0
41967,3394,84,2,70.7,2
41968,3394,18,2,72.5,2
41969,3394,19,2,83.0,3
41970,3394,8,2,74.0,2
41971,3395,15,2,55.8,0
41972,3395,85,2,80.1,3
41973,3395,111,2,67.1,1
41974,3395,117,2,85.2,3
41975,3395,77,2,67.6,1
41976,3396,83,2,77.6,2
41977,3396,87,2,73.9,2
41978,3396,36,2,62.3,1
41979,3396,35,2,75.3,2
41980,3396,47,2,59.3,0
41981,3397,97,2,68.5,1
41982,3397,4,2,79.4,2
41983,3397,92,2,63.3,1
41984,3397,16,2,80.7,3
41985,3397,20,2,72.8,2
41986,3398,34,2,70.8,2
41987,3398,45,2,65.4,1
41988,3398,103,2,70.8,2
41989,3398,105,2,80.9,3
41990,3398,39,2,67.2,1
41991,3399,39,2,75.7,2
41992,3399,89,2,75.2,2
41993,3399,91,2,85.5,3
41994,3399,65,2,86.7,3
41995,3399,32,2,60.3,1
41996,3400,74,2,82.2,3
41997,3400,99,2,80.6,3
41998,3400,79,2,76.0,2
41999,3400,86,2,84.0,3
42000,3400,20,2,86.7,3
42001,3401,110,2,97.2,4
42002,3401,31,2,80.2,3
42003,3401,104,2,61.1,1
42004,3401,92,2,84.7,3
42005,3401,58,2,87.7,3
42006,3402,60,2,86.8,3
42007,3402,6,2,64.1,1
42008,3402,39,2,59.6,0
42009,3402,109,2,80.4,3
42010,3402,7,2,76.2,2
42011,3403,67,2,78.0,2
42012,3403,19,2,79.5,2
42013,3403,84,2,85.3,3
42014,3403,23,2,86.5,3
42015,3403,40,2,69.0,1
42016,3404,37,2,90.2,4
42017,3404,66,2,78.4,2
42018,3404,111,2,72.4,2
42019,3404,42,2,78.6,2
42020,3404,84,2,58.8,0
42021,3405,83,2,82.9,3
42022,3405,108,2,72.2,2
42023,3405,60,2,85.7,3
42024,3405,47,2,64.2,1
42025,3405,86,2,65.7,1
42026,3406,50,2,74.4,2
42027,3406,6,2,66.1,1
42028,3406,55,2,86.1,3
42029,3406,4,2,77.8,2
42030,3406,91,2,64.9,1
42031,3407,96,2,69.8,1
42032,3407,118,2,78.5,2
42033,3407,105,2,62.7,1
42034,3407,10,2,66.8,1
42035,3407,41,2,73.6,2
42036,3408,65,2,69.9,1
42037,3408,47,2,71.6,2
42038,3408,104,2,80.5,3
42039,3408,46,2,68.6,1
42040,3408,106,2,73.4,2
42041,3409,112,2,100.0,4
42042,3409,40,2,49.7,0
42043,3409,59,2,73.2,2
42044,3409,83,2,71.2,2
42045,3409,61,2,76.6,2
42046,3410,29,2,84.2,3
42047,3410,106,2,74.4,2
42048,3410,28,2,80.6,3
42049,3410,101,2,83.5,3
42050,3410,67,2,79.6,2
42051,3411,104,2,84.6,3
42052,3411,8,2,71.9,2
42053,3411,111,2,70.7,2
42054,3411,90,2,80.0,3
42055,3411,10,2,83.4,3
42056,3412,58,2,67.1,1
42057,3412,10,2,70.5,2
42058,3412,70,2,98.6,4
42059,3412,116,2,76.8,2
42060,3412,103,2,97.5,4
42061,3413,34,2,78.0,2
42062,3413,95,2,75.4,2
42063,3413,110,2,72.1,2
42064,3413,92,2,65.3,1
42065,3413,43,2,76.3,2
42066,3414,30,2,63.0,1
42067,3414,56,2,78.7,2
42068,3414,36,2,52.9,0
42069,3414,80,2,68.2,1
42070,3414,119,2,74.4,2
42071,3415,61,2,74.0,2
42072,3415,95,2,82.8,3
42073,3415,100,2,93.6,4
42074,3415,86,2,59.8,0
42075,3415,63,2,72.5,2
42076,3416,79,2,75.7,2
42077,3416,39,2,75.7,2
42078,3416,82,2,79.1,2
42079,3416,85,2,91.2,4
42080,3416,104,2,72.7,2
42081,3417,58,2,78.5,2
42082,3417,115,2,76.7,2
42083,3417,66,2,93.8,4
42084,3417,86,2,77.3,2
42085,3417,51,2,89.3,3
42086,3418,22,2,65.6,1
42087,3418,86,2,73.2,2
42088,3418,113,2,89.4,3
42089,3418,39,2,63.6,1
42090,3418,76,2,83.7,3
42091,3419,23,2,76.8,2
42092,3419,119,2,76.1,2
42093,3419,113,2,75.8,2
42094,3419,95,2,69.9,1
42095,3419,12,2,64.6,1
42096,3420,44,2,72.1,2
42097,3420,72,2,81.5,3
42098,3420,40,2,79.5,2
42099,3420,75,2,67.9,1
42100,3420,17,2,49.3,0
42101,3421,57,2,77.2,2
42102,3421,27,2,79.1,2
42103,3421,116,2,65.0,1
42104,3421,20,2,90.2,4
42105,3421,96,2,60.9,1
42106,3422,110,2,78.3,2
42107,3422,94,2,78.1,2
42108,3422,113,2,82.3,3
42109,3422,87,2,69.1,1
42110,3422,49,2,57.3,0
42111,3423,10,2,72.9,2
42112,3423,101,2,93.2,4
42113,3423,1,2,76.8,2
42114,3423,65,2,79.6,2
42115,3423,13,2,77.5,2
42116,3424,46,2,83.8,3
42117,3424,57,2,66.3,1
42118,3424,88,2,73.2,2
42119,3424,101,2,92.9,4
42120,3424,21,2,96.6,4
42121,3425,80,2,61.2,1
42122,3425,90,2,85.0,3
42123,3425,78,2,77.7,2
42124,3425,82,2,65.1,1
42125,3425,43,2,95.8,4
42126,3426,104,2,78.6,2
42127,3426,114,2,77.2,2
42128,3426,63,2,76.9,2
42129,3426,39,2,74.9,2
42130,3426,40,2,78.3,2
42131,3427,82,2,90.0,4
42132,3427,90,2,75.1,2
42133,3427,119,2,80.9,3
42134,3427,3,2,76.7,2
42135,3427,116,2,83.1,3
42136,3428,34,2,70.0,2
42137,3428,9,2,75.3,2
42138,3428,16,2,78.0,2
42139,3428,38,2,81.0,3
42140,3428,72,2,88.7,3
42141,3429,48,2,98.7,4
42142,3429,105,2,58.1,0
42143,3429,28,2,76.5,2
42144,3429,67,2,84.3,3
42145,3429,30,2,85.6,3
42146,3430,76,2,91.3,4
42147,3430,66,2,78.3,2
42148,3430,10,2,90.4,4
42149,3430,31,2,76.4,2
42150,3430,8,2,97.0,4
42151,3431,7,2,63.3,1
42152,3431,98,2,67.7,1
42153,3431,114,2,65.7,1
42154,3431,88,2,74.1,2
42155,3431,48,2,70.1,2
42156,3432,116,2,65.3,1
42157,3432,27,2,64.4,1
42158,3432,75,2,55.1,0
42159,3432,73,2,83.2,3
42160,3432,69,2,72.9,2
42161,3433,117,2,81.9,3
42162,3433,50,2,83.3,3
42163,3433,9,2,84.7,3
42164,3433,77,2,69.8,1
42165,3433,47,2,80.8,3
42166,3434,96,2,86.7,3
42167,3434,104,2,73.5,2
42168,3434,89,2,81.8,3
42169,3434,76,2,89.5,3
42170,3434,44,2,62.6,1
42171,3435,100,2,84.9,3
42172,3435,76,2,68.8,1
42173,3435,8,2,75.3,2
42174,3435,120,2,76.7,2
42175,3435,22,2,70.9,2
42176,3436,105,2,85.4,3
42177,3436,49,2,83.4,3
42178,3436,11,2,78.0,2
42179,3436,65,2,83.3,3
42180,3436,63,2,100.0,4
42181,3437,36,2,78.8,2
42182,3437,34,2,55.6,0
42183,3437,16,2,76.4,2
42184,3437,35,2,99.5,4
42185,3437,68,2,88.1,3
42186,3438,45,2,65.8,1
42187,3438,114,2,67.1,1
42188,3438,96,2,82.1,3
42189,3438,28,2,75.4,2
42190,3438,92,2,70.7,2
42191,3439,21,2,81.1,3
42192,3439,112,2,82.7,3
42193,3439,83,2,64.0,1
42194,3439,41,2,79.7,2
42195,3439,62,2,65.2,1
42196,3440,66,2,89.7,3
42197,3440,89,2,80.4,3
42198,3440,109,2,75.7,2
42199,3440,19,2,88.2,3
42200,3440,55,2,64.1,1
42201,3441,19,2,62.5,1
42202,3441,84,2,78.8,2
42203,3441,42,2,67.3,1
42204,3441,53,2,66.5,1
42205,3441,119,2,72.1,2
42206,3442,66,2,88.2,3
42207,3442,48,2,76.7,2
42208,3442,107,2,78.9,2
42209,3442,110,2,66.1,1
42210,3442,77,2,70.5,2
42211,3443,55,2,81.3,3
42212,3443,84,2,83.0,3
42213,3443,99,2,75.1,2
42214,3443,49,2,62.4,1
42215,3443,66,2,55.3,0
42216,3444,118,2,64.2,1
42217,3444,5,2,78.4,2
42218,3444,40,2,68.5,1
42219,3444,6,2,70.0,2
42220,3444,58,2,74.6,2
42221,3445,82,2,77.7,2
42222,3445,109,2,51.6,0
42223,3445,1,2,79.0,2
42224,3445,59,2,84.9,3
42225,3445,78,2,72.2,2
42226,3446,79,2,68.9,1
42227,3446,76,2,80.4,3
42228,3446,107,2,87.0,3
42229,3446,23,2,84.5,3
42230,3446,66,2,76.7,2
42231,3447,102,2,80.8,3
42232,3447,70,2,77.7,2
42233,3447,34,2,71.8,2
42234,3447,103,2,74.5,2
42235,3447,77,2,86.8,3
42236,3448,62,2,66.7,1
42237,3448,44,2,72.1,2
42238,3448,32,2,65.7,1
42239,3448,96,2,88.8,3
42240,3448,45,2,67.3,1
42241,3449,34,2,68.8,1
42242,3449,39,2,86.0,3
42243,3449,99,2,58.2,0
42244,3449,57,2,79.9,2
42245,3449,61,2,66.2,1
42246,3450,2,2,90.1,4
42247,3450,11,2,95.6,4
42248,3450,95,2,61.7,1
42249,3450,92,2,58.9,0
42250,3450,18,2,69.5,1
42251,3451,56,2,73.7,2
42252,3451,110,2,61.8,1
42253,3451,11,2,71.3,2
42254,3451,76,2,65.2,1
42255,3451,91,2,82.4,3
42256,3452,95,2,64.0,1
42257,3452,78,2,73.6,2
42258,3452,11,2,68.5,1
42259,3452,63,2,84.0,3
42260,3452,64,2,73.7,2
42261,3453,40,2,88.4,3
42262,3453,57,2,82.9,3
42263,3453,83,2,66.3,1
42264,3453,7,2,55.1,0
42265,3453,81,2,72.7,2
42266,3454,111,2,59.0,0
42267,3454,100,2,73.8,2
42268,3454,1,2,60.5,1
42269,3454,23,2,83.4,3
42270,3454,109,2,60.7,1
42271,3455,16,2,91.8,4
42272,3455,47,2,69.9,1
42273,3455,7,2,81.0,3
42274,3455,104,2,87.6,3
42275,3455,22,2,73.4,2
42276,3456,69,2,72.8,2
42277,3456,36,2,90.0,4
42278,3456,30,2,83.7,3
42279,3456,44,2,73.4,2
42280,3456,8,2,87.4,3
42281,3457,86,2,75.5,2
42282,3457,107,2,68.7,1
42283,3457,102,2,87.2,3
42284,3457,12,2,57.8,0
42285,3457,38,2,74.7,2
42286,3458,21,2,73.3,2
42287,3458,50,2,85.3,3
42288,3458,48,2,63.6,1
42289,3458,5,2,61.3,1
42290,3458,6,2,61.9,1
42291,3459,79,2,79.3,2
42292,3459,113,2,67.8,1
42293,3459,110,2,59.0,0
42294,3459,59,2,82.8,3
42295,3459,77,2,71.3,2
42296,3460,67,2,73.3,2
42297,3460,114,2,76.3,2
42298,3460,64,2,75.3,2
42299,3460,72,2,77.9,2
42300,3460,116,2,75.2,2
42301,3461,78,2,82.9,3
42302,3461,109,2,58.3,0
42303,3461,40,2,71.3,2
42304,3461,11,2,75.5,2
42305,3461,18,2,75.1,2
42306,3462,81,2,68.5,1
42307,3462,44,2,77.1,2
42308,3462,25,2,70.7,2
42309,3462,105,2,95.4,4
42310,3462,113,2,90.2,4
42311,3463,14,2,59.8,0
42312,3463,46,2,54.4,0
42313,3463,58,2,75.2,2
42314,3463,82,2,67.4,1
42315,3463,52,2,74.2,2
42316,3464,91,2,85.8,3
42317,3464,103,2,72.4,2
42318,3464,77,2,53.6,0
42319,3464,25,2,71.0,2
42320,3464,93,2,74.8,2
42321,3465,37,2,92.8,4
42322,3465,96,2,71.5,2
42323,3465,29,2,73.7,2
42324,3465,56,2,73.1,2
42325,3465,114,2,89.1,3
42326,3466,118,2,75.7,2
42327,3466,100,2,90.2,4
42328,3466,80,2,81.9,3
42329,3466,81,2,66.6,1
42330,3466,16,2,69.7,1
42331,3467,19,2,86.2,3
42332,3467,91,2,66.5,1
42333,3467,53,2,78.4,2
42334,3467,50,2,62.3,1
42335,3467,117,2,78.8,2
42336,3468,61,2,78.8,2
42337,3468,23,2,77.4,2
42338,3468,10,2,72.8,2
42339,3468,89,2,89.5,3
42340,3468,82,2,77.9,2
42341,3469,66,2,76.0,2
42342,3469,32,2,82.8,3
42343,3469,87,2,85.6,3
42344,3469,61,2,89.5,3
42345,3469,58,2,79.9,2
42346,3470,113,2,93.0,4
42347,3470,95,2,66.9,1
42348,3470,49,2,86.1,3
42349,3470,109,2,53.6,0
42350,3470,56,2,78.0,2
42351,3471,46,2,76.6,2
42352,3471,79,2,84.4,3
42353,3471,28,2,71.1,2
42354,3471,116,2,75.6,2
42355,3471,9,2,71.2,2
42356,3472,95,2,74.4,2
42357,3472,48,2,81.2,3
42358,3472,76,2,66.8,1
42359,3472,103,2,74.8,2
42360,3472,100,2,83.9,3
42361,3473,20,2,70.5,2
42362,3473,99,2,80.2,3
42363,3473,67,2,70.6,2
42364,3473,46,2,77.5,2
42365,3473,84,2,89.0,3
42366,3474,87,2,93.4,4
42367,3474,25,2,90.2,4
42368,3474,5,2,69.7,1
42369,3474,1,2,77.4,2
42370,3474,109,2,82.4,3
42371,3475,55,2,71.4,2
42372,3475,102,2,67.0,1
42373,3475,62,2,63.5,1
42374,3475,67,2,81.6,3
42375,3475,71,2,85.5,3
42376,3476,60,2,92.0,4
42377,3476,81,2,76.8,2
42378,3476,32,2,83.8,3
42379,3476,83,2,78.9,2
42380,3476,55,2,75.2,2
42381,3477,34,2,82.9,3
42382,3477,102,2,77.5,2
42383,3477,96,2,74.3,2
42384,3477,23,2,72.5,2
42385,3477,26,2,77.0,2
42386,3478,90,2,66.9,1
42387,3478,109,2,68.3,1
42388,3478,104,2,60.9,1
42389,3478,63,2,78.0,2
42390,3478,113,2,85.4,3
42391,3479,82,2,83.3,3
42392,3479,57,2,69.1,1
42393,3479,97,2,86.3,3
42394,3479,32,2,77.0,2
42395,3479,69,2,74.8,2
42396,3480,118,2,81.6,3
42397,3480,61,2,80.2,3
42398,3480,30,2,74.7,2
42399,3480,57,2,71.4,2
42400,3480,29,2,78.8,2
42401,3481,25,2,73.6,2
42402,3481,103,2,67.6,1
42403,3481,67,2,71.1,2
42404,3481,33,2,91.8,4
42405,3481,89,2,66.1,1
42406,3482,67,2,83.9,3
42407,3482,30,2,66.1,1
42408,3482,68,2,76.0,2
42409,3482,94,2,87.5,3
42410,3482,114,2,89.5,3
42411,3483,3,2,76.8,2
42412,3483,55,2,66.6,1
42413,3483,42,2,73.7,2
42414,3483,28,2,82.3,3
42415,3483,47,2,69.1,1
42416,3484,79,2,75.7,2
42417,3484,53,2,88.0,3
42418,3484,6,2,83.2,3
42419,3484,33,2,76.8,2
42420,3484,69,2,80.2,3
42421,3485,44,2,83.4,3
42422,3485,39,2,69.5,1
42423,3485,117,2,78.8,2
42424,3485,93,2,80.2,3
42425,3485,57,2,86.6,3
42426,3486,18,2,78.9,2
42427,3486,112,2,66.0,1
42428,3486,119,2,71.5,2
42429,3486,83,2,71.9,2
42430,3486,59,2,78.7,2
42431,3487,27,2,71.7,2
42432,3487,10,2,70.0,2
